relative,file_name,extension,top_folder,bytes,modified_utc,classification,source
"sar.SET\GLOBAL\MXPRESET.MXP","MXPRESET.MXP",".mxp","sar.SET",1943,"2007-05-18T10:19:46.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\GLOBAL\MXPRESET.MXP"
"sar.SET\GLOBAL\SETUP.GBL","SETUP.GBL",".gbl","sar.SET",3359,"2007-05-18T10:19:46.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\GLOBAL\SETUP.GBL"
"sar.SET\GLOBAL\VPPRESET.VOC","VPPRESET.VOC",".voc","sar.SET",34304,"2007-05-18T10:19:46.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\GLOBAL\VPPRESET.VOC"
"sar.SET\MULTISMP\RAM.KMP","RAM.KMP",".kmp","sar.SET",235247,"2007-08-30T07:47:22.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\MULTISMP\RAM.KMP"
"sar.SET\PCM\RAM01.PCM","RAM01.PCM",".pcm","sar.SET",2609467,"2007-08-30T07:45:22.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM01.PCM"
"sar.SET\PCM\RAM02.PCM","RAM02.PCM",".pcm","sar.SET",2761573,"2007-08-30T07:45:22.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM02.PCM"
"sar.SET\PCM\RAM03.PCM","RAM03.PCM",".pcm","sar.SET",1685510,"2007-08-30T07:45:24.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM03.PCM"
"sar.SET\PCM\RAM04.PCM","RAM04.PCM",".pcm","sar.SET",2570418,"2007-08-30T07:45:24.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM04.PCM"
"sar.SET\PCM\RAM05.PCM","RAM05.PCM",".pcm","sar.SET",1894621,"2007-08-30T07:45:26.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM05.PCM"
"sar.SET\PCM\RAM06.PCM","RAM06.PCM",".pcm","sar.SET",3678503,"2007-08-30T07:45:28.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM06.PCM"
"sar.SET\PCM\RAM07.PCM","RAM07.PCM",".pcm","sar.SET",2385716,"2007-08-30T07:45:30.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM07.PCM"
"sar.SET\PCM\RAM08.PCM","RAM08.PCM",".pcm","sar.SET",2343289,"2007-08-30T07:45:30.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM08.PCM"
"sar.SET\PCM\RAM09.PCM","RAM09.PCM",".pcm","sar.SET",2528316,"2007-08-30T07:45:32.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM09.PCM"
"sar.SET\PCM\RAM10.PCM","RAM10.PCM",".pcm","sar.SET",2035946,"2007-08-30T07:45:32.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM10.PCM"
"sar.SET\PCM\RAM11.PCM","RAM11.PCM",".pcm","sar.SET",2192345,"2007-08-30T07:45:34.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM11.PCM"
"sar.SET\PCM\RAM12.PCM","RAM12.PCM",".pcm","sar.SET",2802504,"2007-08-30T07:45:34.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM12.PCM"
"sar.SET\PCM\RAM13.PCM","RAM13.PCM",".pcm","sar.SET",1801345,"2007-08-30T07:45:36.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM13.PCM"
"sar.SET\PCM\RAM14.PCM","RAM14.PCM",".pcm","sar.SET",2211601,"2007-08-30T07:45:38.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM14.PCM"
"sar.SET\PCM\RAM15.PCM","RAM15.PCM",".pcm","sar.SET",3633676,"2007-08-30T07:45:38.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM15.PCM"
"sar.SET\PCM\RAM16.PCM","RAM16.PCM",".pcm","sar.SET",3098360,"2007-08-30T07:45:40.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM16.PCM"
"sar.SET\PCM\RAM17.PCM","RAM17.PCM",".pcm","sar.SET",2876209,"2007-08-30T07:45:42.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM17.PCM"
"sar.SET\PCM\RAM18.PCM","RAM18.PCM",".pcm","sar.SET",1852638,"2007-08-30T07:45:42.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM18.PCM"
"sar.SET\PCM\RAM19.PCM","RAM19.PCM",".pcm","sar.SET",2220968,"2007-08-30T07:45:44.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM19.PCM"
"sar.SET\PCM\RAM20.PCM","RAM20.PCM",".pcm","sar.SET",1722445,"2007-08-30T07:45:46.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM20.PCM"
"sar.SET\PCM\RAM21.PCM","RAM21.PCM",".pcm","sar.SET",2595382,"2007-08-30T07:45:46.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM21.PCM"
"sar.SET\PCM\RAM22.PCM","RAM22.PCM",".pcm","sar.SET",2060104,"2007-08-30T07:45:48.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM22.PCM"
"sar.SET\PCM\RAM23.PCM","RAM23.PCM",".pcm","sar.SET",2531710,"2007-08-30T07:45:48.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM23.PCM"
"sar.SET\PCM\RAM24.PCM","RAM24.PCM",".pcm","sar.SET",2142487,"2007-08-30T07:45:50.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM24.PCM"
"sar.SET\PCM\RAM25.PCM","RAM25.PCM",".pcm","sar.SET",2164534,"2007-08-30T07:45:50.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM25.PCM"
"sar.SET\PCM\RAM26.PCM","RAM26.PCM",".pcm","sar.SET",2565758,"2007-08-30T07:45:52.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM26.PCM"
"sar.SET\PCM\RAM27.PCM","RAM27.PCM",".pcm","sar.SET",2287978,"2007-08-30T07:45:54.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM27.PCM"
"sar.SET\PCM\RAM28.PCM","RAM28.PCM",".pcm","sar.SET",2594508,"2007-08-30T07:45:54.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM28.PCM"
"sar.SET\PCM\RAM29.PCM","RAM29.PCM",".pcm","sar.SET",1785173,"2007-08-30T07:45:56.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM29.PCM"
"sar.SET\PCM\RAM30.PCM","RAM30.PCM",".pcm","sar.SET",2270183,"2007-08-30T07:45:56.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM30.PCM"
"sar.SET\PCM\RAM31.PCM","RAM31.PCM",".pcm","sar.SET",3137802,"2007-08-30T07:45:58.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM31.PCM"
"sar.SET\PCM\RAM32.PCM","RAM32.PCM",".pcm","sar.SET",3074903,"2007-08-30T07:46:00.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM32.PCM"
"sar.SET\PCM\RAM33.PCM","RAM33.PCM",".pcm","sar.SET",2897098,"2007-08-30T07:46:02.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM33.PCM"
"sar.SET\PCM\RAM34.PCM","RAM34.PCM",".pcm","sar.SET",2405864,"2007-08-30T07:46:02.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM34.PCM"
"sar.SET\PCM\RAM35.PCM","RAM35.PCM",".pcm","sar.SET",1940526,"2007-08-30T07:46:04.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM35.PCM"
"sar.SET\PCM\RAM36.PCM","RAM36.PCM",".pcm","sar.SET",2273202,"2007-08-30T07:46:04.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM36.PCM"
"sar.SET\PCM\RAM37.PCM","RAM37.PCM",".pcm","sar.SET",1823568,"2007-08-30T07:46:06.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM37.PCM"
"sar.SET\PCM\RAM38.PCM","RAM38.PCM",".pcm","sar.SET",2826353,"2007-08-30T07:46:06.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM38.PCM"
"sar.SET\PCM\RAM39.PCM","RAM39.PCM",".pcm","sar.SET",1708270,"2007-08-30T07:46:08.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM39.PCM"
"sar.SET\PCM\RAM40.PCM","RAM40.PCM",".pcm","sar.SET",2202160,"2007-08-30T07:46:08.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM40.PCM"
"sar.SET\PCM\RAM41.PCM","RAM41.PCM",".pcm","sar.SET",2326367,"2007-08-30T07:46:10.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM41.PCM"
"sar.SET\PCM\RAM42.PCM","RAM42.PCM",".pcm","sar.SET",3891457,"2007-08-30T07:46:12.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM42.PCM"
"sar.SET\PCM\RAM43.PCM","RAM43.PCM",".pcm","sar.SET",2400009,"2007-08-30T07:46:12.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM43.PCM"
"sar.SET\PCM\RAM44.PCM","RAM44.PCM",".pcm","sar.SET",1897894,"2007-08-30T07:46:14.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM44.PCM"
"sar.SET\PCM\RAM45.PCM","RAM45.PCM",".pcm","sar.SET",2798354,"2007-08-30T07:46:16.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM45.PCM"
"sar.SET\PCM\RAM46.PCM","RAM46.PCM",".pcm","sar.SET",2014208,"2007-08-30T07:46:16.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM46.PCM"
"sar.SET\PCM\RAM47.PCM","RAM47.PCM",".pcm","sar.SET",2376024,"2007-08-30T07:46:18.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM47.PCM"
"sar.SET\PCM\RAM48.PCM","RAM48.PCM",".pcm","sar.SET",2499607,"2007-08-30T07:46:20.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM48.PCM"
"sar.SET\PCM\RAM49.PCM","RAM49.PCM",".pcm","sar.SET",2222014,"2007-08-30T07:46:20.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM49.PCM"
"sar.SET\PCM\RAM50.PCM","RAM50.PCM",".pcm","sar.SET",2718071,"2007-08-30T07:46:22.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM50.PCM"
"sar.SET\PCM\RAM51.PCM","RAM51.PCM",".pcm","sar.SET",2661361,"2007-08-30T07:46:24.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM51.PCM"
"sar.SET\PCM\RAM52.PCM","RAM52.PCM",".pcm","sar.SET",2520392,"2007-08-30T07:46:24.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM52.PCM"
"sar.SET\PCM\RAM53.PCM","RAM53.PCM",".pcm","sar.SET",3180334,"2007-08-30T07:46:26.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM53.PCM"
"sar.SET\PCM\RAM54.PCM","RAM54.PCM",".pcm","sar.SET",2146314,"2007-08-30T07:46:26.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM54.PCM"
"sar.SET\PCM\RAM55.PCM","RAM55.PCM",".pcm","sar.SET",2243332,"2007-08-30T07:46:28.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM55.PCM"
"sar.SET\PCM\RAM56.PCM","RAM56.PCM",".pcm","sar.SET",2131284,"2007-08-30T07:46:28.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM56.PCM"
"sar.SET\PCM\RAM57.PCM","RAM57.PCM",".pcm","sar.SET",3810854,"2007-08-30T07:46:32.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM57.PCM"
"sar.SET\PCM\RAM58.PCM","RAM58.PCM",".pcm","sar.SET",2158382,"2007-08-30T07:46:32.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM58.PCM"
"sar.SET\PCM\RAM59.PCM","RAM59.PCM",".pcm","sar.SET",2029138,"2007-08-30T07:46:34.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM59.PCM"
"sar.SET\PCM\RAM60.PCM","RAM60.PCM",".pcm","sar.SET",2967115,"2007-08-30T07:46:34.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM60.PCM"
"sar.SET\PCM\RAM61.PCM","RAM61.PCM",".pcm","sar.SET",2104894,"2007-08-30T07:46:36.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM61.PCM"
"sar.SET\PCM\RAM62.PCM","RAM62.PCM",".pcm","sar.SET",2926341,"2007-08-30T07:46:38.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM62.PCM"
"sar.SET\PCM\RAM63.PCM","RAM63.PCM",".pcm","sar.SET",2164118,"2007-08-30T07:46:38.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM63.PCM"
"sar.SET\PCM\RAM64.PCM","RAM64.PCM",".pcm","sar.SET",2000496,"2007-08-30T07:46:40.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM64.PCM"
"sar.SET\PCM\RAM65.PCM","RAM65.PCM",".pcm","sar.SET",2099301,"2007-08-30T07:46:40.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM65.PCM"
"sar.SET\PCM\RAM66.PCM","RAM66.PCM",".pcm","sar.SET",2401302,"2007-08-30T07:46:42.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM66.PCM"
"sar.SET\PCM\RAM67.PCM","RAM67.PCM",".pcm","sar.SET",2156897,"2007-08-30T07:46:42.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM67.PCM"
"sar.SET\PCM\RAM68.PCM","RAM68.PCM",".pcm","sar.SET",1782222,"2007-08-30T07:46:44.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM68.PCM"
"sar.SET\PCM\RAM69.PCM","RAM69.PCM",".pcm","sar.SET",1864001,"2007-08-30T07:46:44.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM69.PCM"
"sar.SET\PCM\RAM70.PCM","RAM70.PCM",".pcm","sar.SET",2403658,"2007-08-30T07:46:46.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM70.PCM"
"sar.SET\PCM\RAM71.PCM","RAM71.PCM",".pcm","sar.SET",1988276,"2007-08-30T07:46:46.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM71.PCM"
"sar.SET\PCM\RAM72.PCM","RAM72.PCM",".pcm","sar.SET",3120497,"2007-08-30T07:46:48.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM72.PCM"
"sar.SET\PCM\RAM73.PCM","RAM73.PCM",".pcm","sar.SET",1656312,"2007-08-30T07:46:50.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM73.PCM"
"sar.SET\PCM\RAM74.PCM","RAM74.PCM",".pcm","sar.SET",2290068,"2007-08-30T07:46:50.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM74.PCM"
"sar.SET\PCM\RAM75.PCM","RAM75.PCM",".pcm","sar.SET",2364428,"2007-08-30T07:46:52.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM75.PCM"
"sar.SET\PCM\RAM76.PCM","RAM76.PCM",".pcm","sar.SET",1882532,"2007-08-30T07:46:52.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM76.PCM"
"sar.SET\PCM\RAM77.PCM","RAM77.PCM",".pcm","sar.SET",2258324,"2007-08-30T07:46:54.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM77.PCM"
"sar.SET\PCM\RAM78.PCM","RAM78.PCM",".pcm","sar.SET",1643401,"2007-08-30T07:46:54.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM78.PCM"
"sar.SET\PCM\RAM79.PCM","RAM79.PCM",".pcm","sar.SET",1953674,"2007-08-30T07:46:56.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM79.PCM"
"sar.SET\PCM\RAM80.PCM","RAM80.PCM",".pcm","sar.SET",1821451,"2007-08-30T07:46:56.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM80.PCM"
"sar.SET\PCM\RAM81.PCM","RAM81.PCM",".pcm","sar.SET",2898977,"2007-08-30T07:46:58.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM81.PCM"
"sar.SET\PCM\RAM82.PCM","RAM82.PCM",".pcm","sar.SET",1649618,"2007-08-30T07:46:58.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM82.PCM"
