relative,file_name,extension,top_folder,bytes,modified_utc,classification,source
"NEWNAME.SET\PCM\RAM65.PCM","RAM65.PCM",".pcm","NEWNAME.SET",2099301,"2007-06-28T09:47:54.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM65.PCM"
"NEWNAME.SET\PCM\RAM66.PCM","RAM66.PCM",".pcm","NEWNAME.SET",2401302,"2007-06-28T09:47:56.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM66.PCM"
"NEWNAME.SET\PCM\RAM67.PCM","RAM67.PCM",".pcm","NEWNAME.SET",2156897,"2007-06-28T09:47:56.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM67.PCM"
"NEWNAME.SET\PCM\RAM68.PCM","RAM68.PCM",".pcm","NEWNAME.SET",1782222,"2007-06-28T09:47:58.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM68.PCM"
"NEWNAME.SET\PCM\RAM69.PCM","RAM69.PCM",".pcm","NEWNAME.SET",1864001,"2007-06-28T09:47:58.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM69.PCM"
"NEWNAME.SET\PCM\RAM70.PCM","RAM70.PCM",".pcm","NEWNAME.SET",2403658,"2007-06-28T09:48:00.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM70.PCM"
"NEWNAME.SET\PCM\RAM71.PCM","RAM71.PCM",".pcm","NEWNAME.SET",1988276,"2007-06-28T09:48:00.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM71.PCM"
"NEWNAME.SET\PCM\RAM72.PCM","RAM72.PCM",".pcm","NEWNAME.SET",3120497,"2007-06-28T09:48:02.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM72.PCM"
"NEWNAME.SET\PCM\RAM73.PCM","RAM73.PCM",".pcm","NEWNAME.SET",1656312,"2007-06-28T09:48:04.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM73.PCM"
"NEWNAME.SET\PCM\RAM74.PCM","RAM74.PCM",".pcm","NEWNAME.SET",2290068,"2007-06-28T09:48:04.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM74.PCM"
"NEWNAME.SET\PCM\RAM75.PCM","RAM75.PCM",".pcm","NEWNAME.SET",2364428,"2007-06-28T09:48:06.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM75.PCM"
"NEWNAME.SET\PCM\RAM76.PCM","RAM76.PCM",".pcm","NEWNAME.SET",1882532,"2007-06-28T09:48:08.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM76.PCM"
"NEWNAME.SET\PCM\RAM77.PCM","RAM77.PCM",".pcm","NEWNAME.SET",2258324,"2007-06-28T09:48:08.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM77.PCM"
"NEWNAME.SET\PCM\RAM78.PCM","RAM78.PCM",".pcm","NEWNAME.SET",1643401,"2007-06-28T09:48:10.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM78.PCM"
"NEWNAME.SET\PCM\RAM79.PCM","RAM79.PCM",".pcm","NEWNAME.SET",1953674,"2007-06-28T09:48:10.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM79.PCM"
"NEWNAME.SET\PCM\RAM80.PCM","RAM80.PCM",".pcm","NEWNAME.SET",1821451,"2007-06-28T09:48:12.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM80.PCM"
"NEWNAME.SET\PCM\RAM81.PCM","RAM81.PCM",".pcm","NEWNAME.SET",2898977,"2007-06-28T09:48:14.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM81.PCM"
"NEWNAME.SET\PCM\RAM82.PCM","RAM82.PCM",".pcm","NEWNAME.SET",1649618,"2007-06-28T09:48:14.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM82.PCM"
"NEWNAME.SET\PCM\RAM83.PCM","RAM83.PCM",".pcm","NEWNAME.SET",2059079,"2007-06-28T09:48:14.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM83.PCM"
"NEWNAME.SET\PCM\RAM84.PCM","RAM84.PCM",".pcm","NEWNAME.SET",2140754,"2007-06-28T09:48:16.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM84.PCM"
"NEWNAME.SET\PCM\RAM85.PCM","RAM85.PCM",".pcm","NEWNAME.SET",2075814,"2007-06-28T09:48:16.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM85.PCM"
"NEWNAME.SET\PCM\RAM86.PCM","RAM86.PCM",".pcm","NEWNAME.SET",2596803,"2007-06-28T09:48:18.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM86.PCM"
"NEWNAME.SET\PCM\RAM87.PCM","RAM87.PCM",".pcm","NEWNAME.SET",3024325,"2007-06-28T09:48:20.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM87.PCM"
"NEWNAME.SET\PCM\RAM88.PCM","RAM88.PCM",".pcm","NEWNAME.SET",1829250,"2007-06-28T09:48:22.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM88.PCM"
"NEWNAME.SET\PCM\RAM89.PCM","RAM89.PCM",".pcm","NEWNAME.SET",1956771,"2007-06-28T09:48:22.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM89.PCM"
"NEWNAME.SET\PCM\RAM90.PCM","RAM90.PCM",".pcm","NEWNAME.SET",3058875,"2007-06-28T09:48:24.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM90.PCM"
"NEWNAME.SET\PCM\RAM91.PCM","RAM91.PCM",".pcm","NEWNAME.SET",2328815,"2007-06-28T09:48:24.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM91.PCM"
"NEWNAME.SET\PCM\RAM92.PCM","RAM92.PCM",".pcm","NEWNAME.SET",2197581,"2007-06-28T09:48:26.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM92.PCM"
"NEWNAME.SET\PCM\RAM93.PCM","RAM93.PCM",".pcm","NEWNAME.SET",2100209,"2007-06-28T09:48:26.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM93.PCM"
"NEWNAME.SET\PCM\RAM94.PCM","RAM94.PCM",".pcm","NEWNAME.SET",2631154,"2007-06-28T09:48:28.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM94.PCM"
"NEWNAME.SET\PCM\RAM95.PCM","RAM95.PCM",".pcm","NEWNAME.SET",4251732,"2007-06-28T09:48:30.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM95.PCM"
"NEWNAME.SET\PCM\RAM96.PCM","RAM96.PCM",".pcm","NEWNAME.SET",3700130,"2007-06-28T09:48:32.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM96.PCM"
"NEWNAME.SET\PCM\RAM97.PCM","RAM97.PCM",".pcm","NEWNAME.SET",3866196,"2007-06-28T09:48:34.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM97.PCM"
"NEWNAME.SET\PCM\RAM98.PCM","RAM98.PCM",".pcm","NEWNAME.SET",2860792,"2007-06-28T09:48:36.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM98.PCM"
"NEWNAME.SET\PCM\RAM99.PCM","RAM99.PCM",".pcm","NEWNAME.SET",2008717,"2007-06-28T09:48:38.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PCM\RAM99.PCM"
"NEWNAME.SET\PERFORM\BANK01.PRF","BANK01.PRF",".prf","NEWNAME.SET",29244,"2007-06-28T09:46:16.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK01.PRF"
"NEWNAME.SET\PERFORM\BANK02.PRF","BANK02.PRF",".prf","NEWNAME.SET",25481,"2007-06-28T09:46:16.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK02.PRF"
"NEWNAME.SET\PERFORM\BANK03.PRF","BANK03.PRF",".prf","NEWNAME.SET",24810,"2007-06-28T09:46:16.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK03.PRF"
"NEWNAME.SET\PERFORM\BANK04.PRF","BANK04.PRF",".prf","NEWNAME.SET",24709,"2007-06-28T09:46:16.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK04.PRF"
"NEWNAME.SET\PERFORM\BANK05.PRF","BANK05.PRF",".prf","NEWNAME.SET",23741,"2007-06-28T09:46:16.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK05.PRF"
"NEWNAME.SET\PERFORM\BANK06.PRF","BANK06.PRF",".prf","NEWNAME.SET",23152,"2007-06-28T09:46:16.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK06.PRF"
"NEWNAME.SET\PERFORM\BANK07.PRF","BANK07.PRF",".prf","NEWNAME.SET",28111,"2007-06-28T09:46:16.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK07.PRF"
"NEWNAME.SET\PERFORM\BANK08.PRF","BANK08.PRF",".prf","NEWNAME.SET",22954,"2007-06-28T09:46:16.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK08.PRF"
"NEWNAME.SET\PERFORM\BANK09.PRF","BANK09.PRF",".prf","NEWNAME.SET",32230,"2007-06-28T09:46:16.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK09.PRF"
"NEWNAME.SET\PERFORM\BANK10.PRF","BANK10.PRF",".prf","NEWNAME.SET",31879,"2007-06-28T09:46:18.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK10.PRF"
"NEWNAME.SET\PERFORM\BANK11.PRF","BANK11.PRF",".prf","NEWNAME.SET",29437,"2007-06-28T09:46:18.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK11.PRF"
"NEWNAME.SET\PERFORM\BANK12.PRF","BANK12.PRF",".prf","NEWNAME.SET",26615,"2007-06-28T09:46:18.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK12.PRF"
"NEWNAME.SET\PERFORM\BANK13.PRF","BANK13.PRF",".prf","NEWNAME.SET",31626,"2007-06-28T09:46:18.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK13.PRF"
"NEWNAME.SET\PERFORM\BANK14.PRF","BANK14.PRF",".prf","NEWNAME.SET",22598,"2007-06-28T09:46:18.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK14.PRF"
"NEWNAME.SET\PERFORM\BANK15.PRF","BANK15.PRF",".prf","NEWNAME.SET",30181,"2007-06-28T09:46:20.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK15.PRF"
"NEWNAME.SET\PERFORM\BANK16.PRF","BANK16.PRF",".prf","NEWNAME.SET",21975,"2007-06-28T09:46:20.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK16.PRF"
"NEWNAME.SET\SONGBOOK\LISTDB.SBL","LISTDB.SBL",".sbl","NEWNAME.SET",2915,"2007-06-28T09:46:16.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\LISTDB.SBL"
"NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK01.SBD","BANK01.SBD",".sbd","NEWNAME.SET",46514,"2007-06-28T09:46:14.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK01.SBD"
"NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK02.SBD","BANK02.SBD",".sbd","NEWNAME.SET",47582,"2007-06-28T09:46:14.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK02.SBD"
"NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK03.SBD","BANK03.SBD",".sbd","NEWNAME.SET",47913,"2007-06-28T09:46:14.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK03.SBD"
"NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK04.SBD","BANK04.SBD",".sbd","NEWNAME.SET",47200,"2007-06-28T09:46:16.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK04.SBD"
"NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK05.SBD","BANK05.SBD",".sbd","NEWNAME.SET",46636,"2007-06-28T09:46:16.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK05.SBD"
"NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK06.SBD","BANK06.SBD",".sbd","NEWNAME.SET",51534,"2007-06-28T09:46:16.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK06.SBD"
"NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK07.SBD","BANK07.SBD",".sbd","NEWNAME.SET",2557,"2007-06-28T09:46:16.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK07.SBD"
"NEWNAME.SET\SOUND\USER01.PCG","USER01.PCG",".pcg","NEWNAME.SET",42631,"2007-06-28T09:46:34.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SOUND\USER01.PCG"
"NEWNAME.SET\SOUND\USER02.PCG","USER02.PCG",".pcg","NEWNAME.SET",42857,"2007-06-28T09:46:34.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SOUND\USER02.PCG"
"NEWNAME.SET\SOUND\USER03.PCG","USER03.PCG",".pcg","NEWNAME.SET",24772,"2007-06-28T09:46:34.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SOUND\USER03.PCG"
"NEWNAME.SET\SOUND\USER04.PCG","USER04.PCG",".pcg","NEWNAME.SET",12031,"2007-06-28T09:46:34.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SOUND\USER04.PCG"
"NEWNAME.SET\SOUND\USERDK.PCG","USERDK.PCG",".pcg","NEWNAME.SET",113296,"2007-06-28T09:46:34.0000000Z","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SOUND\USERDK.PCG"
"NEWNAME.SET\STYLE\FAVORITE01.STY","FAVORITE01.STY",".sty","NEWNAME.SET",1620562,"2007-06-28T09:46:24.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE01.STY"
"NEWNAME.SET\STYLE\FAVORITE02.STY","FAVORITE02.STY",".sty","NEWNAME.SET",1313446,"2007-06-28T09:46:24.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE02.STY"
"NEWNAME.SET\STYLE\FAVORITE03.STY","FAVORITE03.STY",".sty","NEWNAME.SET",721337,"2007-06-28T09:46:24.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE03.STY"
"NEWNAME.SET\STYLE\FAVORITE04.STY","FAVORITE04.STY",".sty","NEWNAME.SET",1371390,"2007-06-28T09:46:24.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE04.STY"
"NEWNAME.SET\STYLE\FAVORITE05.STY","FAVORITE05.STY",".sty","NEWNAME.SET",2669779,"2007-06-28T09:46:26.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE05.STY"
"NEWNAME.SET\STYLE\FAVORITE06.STY","FAVORITE06.STY",".sty","NEWNAME.SET",1830145,"2007-06-28T09:46:28.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE06.STY"
"NEWNAME.SET\STYLE\FAVORITE07.STY","FAVORITE07.STY",".sty","NEWNAME.SET",1997824,"2007-06-28T09:46:28.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE07.STY"
"NEWNAME.SET\STYLE\FAVORITE08.STY","FAVORITE08.STY",".sty","NEWNAME.SET",1309764,"2007-06-28T09:46:28.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE08.STY"
"NEWNAME.SET\STYLE\FAVORITE09.STY","FAVORITE09.STY",".sty","NEWNAME.SET",1309700,"2007-06-28T09:46:30.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE09.STY"
"NEWNAME.SET\STYLE\FAVORITE10.STY","FAVORITE10.STY",".sty","NEWNAME.SET",1582136,"2007-06-28T09:46:30.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE10.STY"
"NEWNAME.SET\STYLE\FAVORITE11.STY","FAVORITE11.STY",".sty","NEWNAME.SET",959344,"2007-06-28T09:46:32.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE11.STY"
"NEWNAME.SET\STYLE\FAVORITE12.STY","FAVORITE12.STY",".sty","NEWNAME.SET",569741,"2007-06-28T09:46:32.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE12.STY"
"NEWNAME.SET\STYLE\USER01.STY","USER01.STY",".sty","NEWNAME.SET",767611,"2007-06-28T09:46:22.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\USER01.STY"
"NEWNAME.SET\STYLE\USER02.STY","USER02.STY",".sty","NEWNAME.SET",549046,"2007-06-28T09:46:22.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\USER02.STY"
"NEWNAME.SET\STYLE\USER03.STY","USER03.STY",".sty","NEWNAME.SET",518250,"2007-06-28T09:46:22.0000000Z","BLOCKED_FORBIDDEN_FILE_EXTENSION","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\USER03.STY"
